TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
1608535318421	0.166791	0.000009	-0.606081	0.999998	0.000031	0.001908	0.000006	1.000000	0.000000	0.000000	1	0	1707.690552	1.204219	img__0_1608535318421212000.png
1608535318482	0.276436	0.000013	-0.603790	0.999998	0.000031	0.002086	0.000009	1.000000	0.000000	0.000000	1	0	1869.293091	1.443892	img__0_1608535318482492000.png
1608535318544	0.376545	0.000017	-0.605399	0.999998	0.000031	0.002198	0.000012	1.000000	0.000000	0.000000	1	0	2020.085815	1.671484	img__0_1608535318544172000.png
1608535318599	0.437862	0.000021	-0.606427	0.999997	0.000031	0.002252	0.000013	1.000000	0.000000	0.000000	1	0	2126.667236	1.832675	img__0_1608535318599547000.png
1608535318649	0.528693	0.000024	-0.606636	0.999997	0.000031	0.002308	0.000015	1.000000	0.000000	0.000000	1	0	2241.127197	2.010953	img__0_1608535318649124000.png
1608535318696	0.629230	0.000029	-0.606612	0.999997	0.000031	0.002349	0.000017	1.000000	0.000000	0.000000	1	0	2352.425049	2.181477	img__0_1608535318696607000.png
1608535318749	0.779499	0.000037	-0.606348	0.999997	0.000031	0.002384	0.000020	1.000000	0.000000	0.000000	1	0	2490.903320	2.394158	img__0_1608535318749830000.png
1608535318797	0.906461	0.000044	-0.606401	0.999997	0.000031	0.002401	0.000022	1.000000	0.000000	0.000000	1	0	2583.232422	2.533773	img__0_1608535318797623000.png
1608535318842	0.983408	0.000046	-0.606941	0.999997	0.000031	0.002412	0.000024	1.000000	0.000000	0.000000	1	0	2688.158203	2.690548	img__0_1608535318842114000.png
1608535318896	1.128928	0.000056	-0.606426	0.999997	0.000031	0.002413	0.000026	1.000000	0.000000	0.000000	1	0	2813.132324	2.871605	img__0_1608535318896598000.png
1608535318957	1.298989	0.000067	-0.606836	0.999997	0.000031	0.002414	0.000029	1.000000	0.000000	0.000000	1	0	2953.500977	3.076827	img__0_1608535318957255000.png
1608535319003	1.448460	0.000077	-0.606576	0.999997	0.000031	0.002406	0.000031	1.000000	0.000000	0.000000	1	0	3058.496338	3.228621	img__0_1608535319003267000.png
1608535319049	1.602791	0.000089	-0.606665	0.999997	0.000031	0.002400	0.000034	1.000000	0.000000	0.000000	1	0	3164.805420	3.383283	img__0_1608535319049461000.png
1608535319113	1.890460	0.000112	-0.605816	0.999997	0.000031	0.002382	0.000039	1.000000	0.000000	0.000000	1	0	3330.487061	3.624236	img__0_1608535319113492000.png
1608535319154	1.969695	0.000120	-0.606582	0.999997	0.000031	0.002382	0.000040	1.000000	0.000000	0.000000	1	0	3402.581299	3.726155	img__0_1608535319154361000.png
1608535319218	2.183229	0.000138	-0.606882	0.999997	0.000031	0.002374	0.000043	1.000000	0.000000	0.000000	1	0	3547.521729	3.931379	img__0_1608535319218763000.png
1608535319262	2.385857	0.000157	-0.606196	0.999997	0.000031	0.002353	0.000046	1.000000	0.000000	0.000000	1	0	3648.356934	4.072219	img__0_1608535319262309000.png
1608535319304	2.563578	0.000176	-0.606631	0.999997	0.000031	0.002343	0.000049	1.000000	0.000000	0.000000	1	0	3744.402344	4.210377	img__0_1608535319304406000.png
1608535319372	2.826148	0.000204	-0.606639	0.999997	0.000031	0.002333	0.000052	1.000000	0.000000	0.000000	1	0	3896.894043	4.424353	img__0_1608535319372091000.png
1608535319427	3.081289	0.000233	-0.606143	0.999997	0.000030	0.002311	0.000057	1.000000	0.000000	0.000000	1	0	4022.949219	4.596628	img__0_1608535319427787000.png
1608535319472	3.300677	0.000260	-0.606369	0.999997	0.000030	0.002297	0.000060	1.000000	0.000000	0.000000	1	0	4121.139160	4.734931	img__0_1608535319472452000.png
1608535319531	3.589743	0.000298	-0.606698	0.999997	0.000030	0.002290	0.000064	1.000000	0.000000	0.000000	1	0	4251.686035	4.924703	img__0_1608535319531168000.png
1608535319597	3.967771	0.000350	-0.606885	0.999997	0.000030	0.002286	0.000069	1.000000	0.000000	0.000000	1	0	4398.192383	5.141348	img__0_1608535319597219000.png
1608535319645	4.222078	0.000387	-0.607781	0.999997	0.000030	0.002298	0.000073	1.000000	0.000000	0.000000	1	0	4494.932617	5.289891	img__0_1608535319645327000.png
1608535319692	4.522943	0.000433	-0.607687	0.999997	0.000030	0.002310	0.000077	1.000000	0.000000	0.000000	1	0	4592.457520	5.445147	img__0_1608535319692807000.png
1608535319745	4.664893	0.000455	-0.607629	0.999997	0.000030	0.002314	0.000078	1.000000	0.000000	0.000000	1	0	4704.561035	5.607804	img__0_1608535319745316000.png
1608535319796	4.979822	0.000505	-0.607497	0.999997	0.000030	0.002309	0.000082	1.000000	0.000000	0.000000	1	0	4807.714844	5.803277	img__0_1608535319796151000.png
1608535319842	5.344001	0.000568	-0.607419	0.999997	0.000030	0.002457	0.000087	1.000000	0.000000	0.000000	0	0	4914.808105	5.931996	img__0_1608535319841880000.png
1608535319906	5.627393	0.000618	-0.607263	0.999998	0.000030	0.002078	0.000090	1.000000	0.000000	0.000000	0	0	4806.453125	5.945454	img__0_1608535319906183000.png
1608535319948	5.895447	0.000667	-0.607111	0.999999	0.000030	0.001714	0.000091	1.000000	0.000000	0.000000	0	0	4736.091797	5.943327	img__0_1608535319947954000.png
1608535319996	6.192333	0.000720	-0.606971	0.999999	0.000030	0.001377	0.000091	1.000000	0.000000	0.000000	0	0	4655.537598	5.943220	img__0_1608535319996651000.png
1608535320040	6.449930	0.000768	-0.606907	0.999999	0.000030	0.001257	0.000091	1.000000	0.000000	0.000000	2	0	4392.101562	6.063444	img__0_1608535320040331000.png
1608535320101	6.822031	0.000836	-0.606970	0.999999	0.000030	0.001615	0.000095	1.000000	0.000000	0.000000	2	0	4342.361816	6.324882	img__0_1608535320100848000.png
1608535320157	7.184896	0.000907	-0.607018	0.999998	0.000030	0.001888	0.000100	1.000000	0.000000	0.000000	2	0	4300.890625	6.592360	img__0_1608535320157802000.png
1608535320206	7.634837	0.001000	-0.607067	0.999998	0.000030	0.002154	0.000106	1.000000	0.000000	0.000000	2	0	4271.529297	6.745202	img__0_1608535320206803000.png
1608535320252	7.789886	0.001033	-0.607079	0.999998	0.000030	0.002213	0.000109	1.000000	0.000000	0.000000	2	0	4244.421875	6.949770	img__0_1608535320252715000.png
1608535320299	8.154072	0.001115	-0.607103	0.999997	0.000030	0.002344	0.000114	1.000000	0.000000	0.000000	2	0	4221.332031	7.121459	img__0_1608535320299604000.png
1608535320389	8.857451	0.001283	-0.607125	0.999997	0.000029	0.002487	0.000125	1.000000	0.000000	0.000000	2	0	4185.435547	7.460452	img__0_1608535320388951000.png
1608535320437	9.124818	0.001350	-0.607129	0.999997	0.000029	0.002514	0.000128	1.000000	0.000000	0.000000	2	0	4169.473633	7.648389	img__0_1608535320437784000.png
1608535320494	9.684657	0.001498	-0.607132	0.999997	0.000029	0.002555	0.000136	1.000000	0.000000	0.000000	2	0	4154.240723	7.874945	img__0_1608535320494122000.png
1608535320554	10.225076	0.001649	-0.607130	0.999997	0.000028	0.002567	0.000143	1.000000	0.000000	0.000000	2	0	4143.201172	8.107770	img__0_1608535320553932000.png
1608535320601	10.586142	0.001753	-0.607128	0.999997	0.000028	0.002568	0.000148	1.000000	0.000000	0.000000	2	0	4138.450684	8.262745	img__0_1608535320601197000.png
1608535320663	10.915571	0.001851	-0.607124	0.999997	0.000028	0.002563	0.000153	1.000000	0.000000	0.000000	2	0	4135.455566	8.455396	img__0_1608535320663497000.png
1608535320703	11.313460	0.001974	-0.607120	0.999997	0.000028	0.002553	0.000158	1.000000	0.000000	0.000000	2	0	4135.329590	8.591006	img__0_1608535320703445000.png
1608535320757	11.934041	0.002172	-0.607110	0.999997	0.000028	0.002529	0.000165	1.000000	0.000000	0.000000	2	0	4138.296387	8.801984	img__0_1608535320756975000.png
1608535320810	12.380952	0.002321	-0.607104	0.999997	0.000028	0.002510	0.000171	1.000000	0.000000	0.000000	2	0	4143.546387	8.974366	img__0_1608535320810748000.png
1608535320867	12.933475	0.002511	-0.607095	0.999997	0.000028	0.002485	0.000177	1.000000	0.000000	0.000000	2	0	4150.934570	9.141044	img__0_1608535320867279000.png
1608535320914	13.307199	0.002644	-0.607090	0.999997	0.000028	0.002466	0.000182	1.000000	0.000000	0.000000	2	0	4160.343262	9.303541	img__0_1608535320914146000.png
1608535320972	13.732700	0.002798	-0.607083	0.999997	0.000027	0.002446	0.000187	1.000000	0.000000	0.000000	2	0	4173.072754	9.482111	img__0_1608535320972543000.png
1608535321012	14.125831	0.002944	-0.607078	0.999997	0.000027	0.002429	0.000191	1.000000	0.000000	0.000000	2	0	4183.979492	9.612514	img__0_1608535321012242000.png
1608535321072	14.705242	0.003167	-0.607070	0.999997	0.000027	0.002400	0.000197	1.000000	0.000000	0.000000	2	0	4201.905762	9.800157	img__0_1608535321072615000.png
1608535321116	15.324183	0.003412	-0.607060	0.999997	0.000027	0.002368	0.000204	1.000000	0.000000	0.000000	2	0	4219.790527	9.966793	img__0_1608535321116720000.png
1608535321173	15.895689	0.003644	-0.607053	0.999997	0.000027	0.002342	0.000210	1.000000	0.000000	0.000000	2	0	4240.654785	10.138649	img__0_1608535321173490000.png
1608535321232	16.423904	0.003864	-0.607047	0.999997	0.000027	0.002321	0.000216	1.000000	0.000000	0.000000	2	0	4263.098633	10.308699	img__0_1608535321232254000.png
1608535321284	17.034319	0.004127	-0.607039	0.999997	0.000027	0.002293	0.000222	1.000000	0.000000	0.000000	2	0	4286.437988	10.472508	img__0_1608535321284087000.png
1608535321324	17.252617	0.004224	-0.607037	0.999997	0.000027	0.002288	0.000225	1.000000	0.000000	0.000000	2	0	4300.519043	10.565906	img__0_1608535321324070000.png
1608535321382	17.904322	0.004517	-0.607030	0.999997	0.000027	0.002263	0.000231	1.000000	0.000000	0.000000	2	0	4327.167969	10.734209	img__0_1608535321382310000.png
1608535321453	18.764954	0.004917	-0.607020	0.999997	0.000026	0.002227	0.000240	1.000000	0.000000	0.000000	2	0	4366.416504	10.966208	img__0_1608535321453016000.png
1608535321508	19.191689	0.005121	-0.607018	0.999997	0.000026	0.002219	0.000245	1.000000	0.000000	0.000000	2	0	4391.480469	11.105939	img__0_1608535321508713000.png
1608535321551	19.723093	0.005378	-0.607013	0.999997	0.000026	0.002203	0.000250	1.000000	0.000000	0.000000	2	0	4413.855469	11.226392	img__0_1608535321551076000.png
1608535321611	20.322468	0.005676	-0.607008	0.999998	0.000026	0.002186	0.000256	1.000000	0.000000	0.000000	2	0	4447.302246	11.399975	img__0_1608535321611330000.png
1608535321662	21.185900	0.006117	-0.607000	0.999998	0.000026	0.002159	0.000264	1.000000	0.000000	0.000000	2	0	4480.812500	11.567467	img__0_1608535321662659000.png
1608535321702	21.645300	0.006357	-0.606998	0.999998	0.000026	0.002150	0.000269	1.000000	0.000000	0.000000	2	0	4504.086426	11.680233	img__0_1608535321702576000.png
1608535321757	22.311029	0.006713	-0.606994	0.999998	0.000026	0.002134	0.000275	1.000000	0.000000	0.000000	2	0	4537.281738	11.838849	img__0_1608535321757049000.png
1608535321807	22.677385	0.006912	-0.606992	0.999998	0.000026	0.002127	0.000278	1.000000	0.000000	0.000000	2	0	4560.548828	11.944423	img__0_1608535321807359000.png
1608535321855	23.280127	0.007244	-0.606988	0.999998	0.000026	0.002115	0.000284	1.000000	0.000000	0.000000	2	0	4591.330566	12.083701	img__0_1608535321855507000.png
1608535321911	23.933859	0.007614	-0.606984	0.999998	0.000026	0.002101	0.000290	1.000000	0.000000	0.000000	2	0	4625.663574	12.235793	img__0_1608535321910858000.png
1608535321964	24.824076	0.008127	-0.606979	0.999998	0.000026	0.002084	0.000299	1.000000	0.000000	0.000000	2	0	4665.478027	12.410052	img__0_1608535321964723000.png
1608535322002	25.067385	0.008271	-0.606979	0.999998	0.000026	0.002081	0.000301	1.000000	0.000000	0.000000	2	0	4683.520996	12.485242	img__0_1608535322001868000.png
1608535322051	25.696358	0.008646	-0.606976	0.999998	0.000025	0.002070	0.000307	1.000000	0.000000	0.000000	2	0	4715.785645	12.621191	img__0_1608535322051820000.png
1608535322121	26.575991	0.009182	-0.606972	0.999998	0.000025	0.002056	0.000315	1.000000	0.000000	0.000000	2	0	4760.979492	12.808371	img__0_1608535322121504000.png
1608535322159	27.056654	0.009481	-0.606970	0.999998	0.000025	0.002050	0.000319	1.000000	0.000000	0.000000	2	0	4785.919434	12.910160	img__0_1608535322159388000.png
1608535322205	27.659834	0.009862	-0.606968	0.999998	0.000025	0.002042	0.000324	1.000000	0.000000	0.000000	2	0	4817.093262	13.036090	img__0_1608535322205320000.png
1608535322254	28.286320	0.010266	-0.606965	0.999998	0.000025	0.002033	0.000330	1.000000	0.000000	0.000000	2	0	4849.241211	13.164620	img__0_1608535322254480000.png
1608535322312	29.302965	0.010933	-0.606962	0.999998	0.000025	0.002021	0.000339	1.000000	0.000000	0.000000	0	0	4930.114746	13.328918	img__0_1608535322312642000.png
1608535322359	29.916466	0.011344	-0.606892	0.999998	0.000025	0.001775	0.000344	1.000000	0.000000	0.000000	0	0	4850.582031	13.333368	img__0_1608535322358841000.png
1608535322404	30.292046	0.011598	-0.606848	0.999999	0.000025	0.001617	0.000345	1.000000	0.000000	0.000000	0	0	4788.069824	13.326188	img__0_1608535322404661000.png
1608535322459	31.020033	0.012096	-0.606755	0.999999	0.000025	0.001282	0.000347	1.000000	0.000000	0.000000	0	0	4695.935547	13.315661	img__0_1608535322459136000.png
1608535322509	31.928173	0.012723	-0.606707	0.999999	0.000025	0.001108	0.000348	1.000000	0.000000	0.000000	3	0	4318.044434	13.416024	img__0_1608535322509611000.png
1608535322555	32.555523	0.013160	-0.606762	0.999999	0.000026	0.001305	0.000352	1.000000	0.000000	0.000000	3	0	4282.807617	13.555554	img__0_1608535322555380000.png
1608535322610	33.293655	0.013679	-0.606810	0.999999	0.000026	0.001477	0.000357	1.000000	0.000000	0.000000	3	0	4246.849609	13.715067	img__0_1608535322610680000.png
1608535322666	33.826801	0.014058	-0.606841	0.999999	0.000026	0.001587	0.000362	1.000000	0.000000	0.000000	3	0	4219.989258	13.847751	img__0_1608535322666399000.png
1608535322719	34.529156	0.014562	-0.606868	0.999999	0.000026	0.001685	0.000368	1.000000	0.000000	0.000000	3	0	4193.480957	13.995255	img__0_1608535322718891000.png
1608535322769	35.504108	0.015277	-0.606898	0.999998	0.000026	0.001793	0.000377	1.000000	0.000000	0.000000	3	0	4168.654785	14.155746	img__0_1608535322769557000.png
1608535322823	36.181236	0.015781	-0.606910	0.999998	0.000026	0.001836	0.000383	1.000000	0.000000	0.000000	3	0	4151.604492	14.285604	img__0_1608535322822927000.png
1608535322882	37.054386	0.016447	-0.606921	0.999998	0.000025	0.001876	0.000391	1.000000	0.000000	0.000000	3	0	4133.581055	14.454676	img__0_1608535322881917000.png
1608535322933	37.732613	0.016970	-0.606926	0.999998	0.000025	0.001894	0.000397	1.000000	0.000000	0.000000	3	0	4123.496094	14.569559	img__0_1608535322932779000.png
1608535322992	38.706760	0.017738	-0.606930	0.999998	0.000024	0.001908	0.000406	1.000000	0.000000	0.000000	3	0	4112.245605	14.744549	img__0_1608535322992367000.png
1608535323039	39.426529	0.018314	-0.606931	0.999998	0.000024	0.001911	0.000412	1.000000	0.000000	0.000000	3	0	4107.080078	14.864232	img__0_1608535323039110000.png
1608535323085	39.852016	0.018658	-0.606931	0.999998	0.000024	0.001910	0.000415	1.000000	0.000000	0.000000	3	0	4104.489746	14.955591	img__0_1608535323085598000.png
1608535323137	40.890862	0.019513	-0.606929	0.999998	0.000024	0.001903	0.000424	1.000000	0.000000	0.000000	3	0	4102.704102	15.084430	img__0_1608535323137309000.png
1608535323185	41.367435	0.019911	-0.606927	0.999998	0.000024	0.001899	0.000428	1.000000	0.000000	0.000000	3	0	4102.952148	15.202287	img__0_1608535323185316000.png
1608535323228	42.035732	0.020475	-0.606925	0.999998	0.000023	0.001891	0.000434	1.000000	0.000000	0.000000	3	0	4104.645508	15.308271	img__0_1608535323228356000.png
1608535323279	42.815762	0.021144	-0.606922	0.999998	0.000023	0.001878	0.000440	1.000000	0.000000	0.000000	3	0	4108.340332	15.435242	img__0_1608535323279612000.png
1608535323354	44.191967	0.022347	-0.606916	0.999998	0.000023	0.001858	0.000451	1.000000	0.000000	0.000000	3	0	4117.178711	15.623750	img__0_1608535323352816000.png
1608535323400	44.954128	0.023024	-0.606912	0.999998	0.000023	0.001845	0.000457	1.000000	0.000000	0.000000	3	0	4124.102539	15.736822	img__0_1608535323400491000.png
1608535323444	45.392654	0.023419	-0.606911	0.999998	0.000023	0.001839	0.000460	1.000000	0.000000	0.000000	3	0	4130.063965	15.817832	img__0_1608535323443923000.png
1608535323491	46.129265	0.024089	-0.606907	0.999998	0.000023	0.001825	0.000465	1.000000	0.000000	0.000000	3	0	4138.571777	15.924524	img__0_1608535323491523000.png
1608535323556	47.420135	0.025282	-0.606902	0.999998	0.000023	0.001806	0.000476	1.000000	0.000000	0.000000	3	0	4154.042480	16.092567	img__0_1608535323555854000.png
1608535323590	47.735767	0.025576	-0.606901	0.999998	0.000023	0.001802	0.000478	1.000000	0.000000	0.000000	3	0	4160.120605	16.152641	img__0_1608535323590845000.png
1608535323663	48.984367	0.026761	-0.606895	0.999998	0.000023	0.001782	0.000487	1.000000	0.000000	0.000000	3	0	4179.063965	16.326078	img__0_1608535323663324000.png
1608535323720	50.098412	0.027836	-0.606891	0.999998	0.000023	0.001767	0.000496	1.000000	0.000000	0.000000	3	0	4195.148926	16.460823	img__0_1608535323720473000.png
1608535323754	50.395184	0.028124	-0.606890	0.999998	0.000023	0.001765	0.000498	1.000000	0.000000	0.000000	3	0	4202.224609	16.516848	img__0_1608535323753881000.png
1608535323820	51.741924	0.029452	-0.606886	0.999998	0.000022	0.001750	0.000508	1.000000	0.000000	0.000000	3	0	4224.074219	16.684040	img__0_1608535323820583000.png
1608535323864	52.236580	0.029948	-0.606884	0.999998	0.000022	0.001744	0.000511	1.000000	0.000000	0.000000	3	0	4235.470215	16.763557	img__0_1608535323864830000.png
1608535323918	53.398689	0.031123	-0.606880	0.999998	0.000022	0.001729	0.000520	0.000000	0.000000	0.000000	3	0	4095.708984	16.888605	img__0_1608535323918298000.png
1608535323999	54.301014	0.032051	-0.606867	0.999998	0.000022	0.001682	0.000526	0.000000	0.000000	0.000000	0	0	3669.586670	17.022324	img__0_1608535323998970000.png
1608535324037	55.085251	0.032865	-0.606836	0.999999	0.000022	0.001574	0.000531	0.000000	0.000000	0.000000	0	0	3621.638672	17.011665	img__0_1608535324037201000.png
1608535324092	56.311687	0.034150	-0.606717	0.999999	0.000022	0.001148	0.000535	0.000000	0.000000	0.000000	0	0	3540.973633	16.995632	img__0_1608535324091851000.png
1608535324142	57.150677	0.035039	-0.606655	0.999999	0.000023	0.000924	0.000536	0.000000	0.000000	0.000000	2	0	3345.423340	16.983555	img__0_1608535324141887000.png
1608535324188	57.933514	0.035873	-0.606603	1.000000	0.000023	0.000738	0.000537	0.000000	0.000000	0.000000	2	0	3079.281494	16.959949	img__0_1608535324188401000.png
1608535324252	58.872547	0.036876	-0.606525	1.000000	0.000024	0.000456	0.000536	0.000000	0.000000	0.000000	2	0	2805.006104	16.903391	img__0_1608535324252699000.png
1608535324291	59.404785	0.037445	-0.606495	1.000000	0.000025	0.000349	0.000536	0.000000	0.000000	0.000000	2	0	2648.292969	16.850428	img__0_1608535324290690000.png
1608535324350	60.671253	0.038799	-0.606385	1.000000	0.000026	-0.000045	0.000532	0.000000	0.000000	0.000000	2	0	2423.685547	16.736603	img__0_1608535324350395000.png
1608535324396	61.438919	0.039617	-0.606334	1.000000	0.000027	-0.000226	0.000529	0.000000	0.000000	0.000000	2	0	2303.721191	16.651840	img__0_1608535324395953000.png
1608535324437	61.881695	0.040088	-0.606308	1.000000	0.000028	-0.000319	0.000527	0.000000	0.000000	0.000000	2	0	2225.846924	16.580706	img__0_1608535324437479000.png
1608535324491	62.782856	0.041044	-0.606238	1.000000	0.000029	-0.000571	0.000523	0.000000	0.000000	0.000000	2	0	2119.603760	16.463425	img__0_1608535324491430000.png
1608535324551	63.729904	0.042040	-0.606188	1.000000	0.000030	-0.000752	0.000517	0.000000	0.000000	0.000000	2	0	2021.988159	16.324701	img__0_1608535324550911000.png
1608535324587	64.252380	0.042584	-0.606159	1.000000	0.000031	-0.000855	0.000514	0.000000	0.000000	0.000000	2	0	1971.657715	16.240974	img__0_1608535324586888000.png
1608535324650	65.322472	0.043693	-0.606104	0.999999	0.000032	-0.001054	0.000507	0.000000	0.000000	0.000000	2	0	1895.466797	16.076683	img__0_1608535324650195000.png
1608535324689	65.969574	0.044357	-0.606075	0.999999	0.000033	-0.001157	0.000502	0.000000	0.000000	0.000000	2	0	1856.014526	15.976048	img__0_1608535324689066000.png
1608535324756	66.865143	0.045266	-0.606034	0.999999	0.000034	-0.001302	0.000495	0.000000	0.000000	0.000000	2	0	1810.988403	15.841740	img__0_1608535324756681000.png
1608535324787	67.499161	0.045903	-0.606017	0.999999	0.000035	-0.001365	0.000491	0.000000	0.000000	0.000000	2	0	1775.447754	15.720371	img__0_1608535324787510000.png
1608535324849	68.723305	0.047118	-0.605982	0.999999	0.000036	-0.001490	0.000481	0.000000	0.000000	0.000000	2	0	1731.412109	15.534191	img__0_1608535324849766000.png
1608535324900	69.522545	0.047898	-0.605961	0.999999	0.000037	-0.001565	0.000475	0.000000	0.000000	0.000000	2	0	1703.362305	15.395848	img__0_1608535324899990000.png
1608535324947	70.258728	0.048607	-0.605946	0.999999	0.000037	-0.001619	0.000469	0.000000	0.000000	0.000000	2	0	1679.984253	15.264369	img__0_1608535324947235000.png
